3.1388	0.0186	93	60.7778
5.19	0.0173	100	12.9268
2.914	0.1982	87	117.4191
6.2381	0.0157	63	6.5062
5.8274	0.0937	36	9.0288
3.3636	0.1272	89	75.7384
6.1473	0.0607	90	17.3186
2.6113	0.154	40	58.2551
2.1735	0.2488	55	129.5208
1.0773	0.1577	86	432.1218
2.3466	0.2743	79	175.357
4.7335	0.2056	92	43.3065
5.3542	0.1974	96	42.3874
4.803	0.0986	59	13.6029
6.1466	0.281	80	41.5462
1.2589	0.0116	33	100.3584
5.3757	0.0184	76	10.023
3.5227	0.2273	51	51.8955
3.7642	0.2786	55	55.1811
1.5165	0.2039	51	180.7634
4.7961	0.163	41	14.098
3.6318	0.2912	39	43.6726
3.3463	0.092	75	55.8733
3.4914	0.0172	76	36.6465
3.152	0.2146	51	61.9959
4.3243	0.0477	84	21.0915
2.7381	0.0345	51	48.2876
6.2308	0.1088	61	14.8765
1.1493	0.238	60	316.7982
4.8153	0.2405	93	47.2594
5.7815	0.1728	81	29.5521
5.9841	0.185	32	12.7466
5.8364	0.0457	45	7.5177
2.8462	0.2354	74	113.0203
3.9378	0.2229	77	60.9741
2.6241	0.0022	89	81.3192
5.4921	0.0867	70	16.5889
2.6351	0.1052	80	102.5826
5.6895	0.2304	44	20.5872
6.4784	0.2158	48	19.3091
1.4305	0.0401	83	230.0303
2.6255	0.1472	38	55.11
4.4931	0.1302	41	15.1971
2.4017	0.2641	42	88.579
6.1828	0.0375	67	10.0281
1.3094	0.2203	60	264.7419
3.3637	0.1413	70	61.668
3.7488	0.0732	44	23.4263
5.812	0.006	52	5.0267
5.8397	0.0177	50	5.1692
1.644	0.1625	59	175.1065
6.0518	0.0637	70	12.8182
1.0802	0.1738	99	510.9082
5.7322	0.0103	41	5.0441
2.813	0.0695	64	65.1804
5.4871	0.2456	38	20.3821
5.7415	0.1694	98	37.53
2.7928	0.2478	66	106.7847
2.8061	0.2213	78	118.5905
4.778	0.1414	55	18.0902
5.6778	0.129	31	9.0828
1.2692	0.2297	87	404.2523
4.0215	0.1699	63	41.4544
5.2208	0.0855	68	17.237
5.3301	0.0151	32	4.2323
5.7606	0.1742	47	18.7401
2.4965	0.2806	64	130.0744
3.7979	0.2413	88	80.1735
4.5527	0.0389	61	10.3458
4.0135	0.2878	60	53.5975
2.6652	0.0566	69	74.9142
2.858	0.261	78	125.5511
1.3364	0.1183	38	135.5707
4.319	0.2607	42	30.4674
5.061	0.0652	72	16.7241
1.0271	0.0068	79	310.7519
1.9219	0.1159	90	196.2213
3.1009	0.0591	62	49.3083
4.7767	0.2025	86	38.3899
3.9598	0.1946	83	61.2229
4.246	0.0875	74	26.8069
1.6159	0.1851	56	178.6067
4.408	0.2802	98	71.6606
3.913	0.2235	38	31.1132
5.292	0.197	70	32.2845
3.2099	0.1268	65	61.5067
3.1714	0.1066	44	39.038
1.1148	0.1817	86	432.7089
3.4803	0.0269	54	27.7864
4.6263	0.1323	87	30.5567
6.1172	0.1689	39	12.7995
2.6933	0.1971	74	115.3613
1.0395	0.2546	31	189.5763
4.3523	0.1984	33	19.9335
6.025	0.0158	86	9.9282
2.1143	0.264	41	102.8819
2.9546	0.224	59	83.4985
2.0051	0.0543	70	122.4637
1.0609	0.2566	52	310.6453
4.9776	0.0949	91	16.0848
5.6427	0.2412	92	46.3915
2.1572	0.2903	35	90.195
5.9479	0.2954	72	39.1004
1.5828	0.2269	65	226.8485
2.4684	0.1515	94	151.0054
2.6978	0.045	41	41.0422
3.1383	0.0056	63	38.5367
3.2631	0.0346	94	59.5069
6.46	0.0581	31	5.6906
5.7403	0.1799	72	28.4511
1.4548	0.0446	31	84.6507
4.5972	0.1238	88	30.0501
2.5388	0.0409	44	49.1121
2.7041	0.017	72	64.7251
4.7363	0.1382	56	19.5863
2.8982	0.2394	52	78.3053
1.2173	0.2166	54	258.9435
2.0104	0.2331	100	257.4814
2.9148	0.0512	42	36.1882
5.9457	0.0792	66	14.8278
5.3638	0.0498	93	18.0613
2.386	0.1303	39	62.9561
2.5324	0.158	96	151.4185
4.5537	0.1923	37	18.0733
1.474	0.2577	41	165.7321
3.1478	0.0961	63	55.2558
3.8316	0.2217	66	56.8566
3.795	0.1408	47	31.4681
4.8619	0.1501	88	29.2203
1.2376	0.2091	44	203.9509
1.2294	0.0523	84	291.6986
2.052	0.1331	65	132.6185
5.3374	0.2239	70	34.3827
5.8859	0.0404	47	6.9074
6.4355	0.0958	61	14.25
3.5888	0.2335	74	73.4955
4.3178	0.1712	34	17.9897
2.1622	0.0438	94	140.9639
1.2497	0.2279	47	221.4991
4.3403	0.2317	33	22.2345
6.2988	0.2716	68	34.1724
4.3065	0.0344	67	15.5404
5.7465	0.2007	31	13.5681
1.2041	0.192	95	442.5351
1.8976	0.1043	37	80.4526
3.0249	0.0736	54	48.4626
3.8844	0.1603	92	61.7317
4.7462	0.1641	73	27.1186
1.7712	0.0528	72	152.0889
3.616	0.2855	67	74.2761
2.9882	0.1465	53	59.4277
3.4424	0.1812	61	57.133
2.307	0.1209	65	108.9549
1.9638	0.166	57	133.0639
1.8575	0.1501	94	231.4062
5.8231	0.2453	63	31.0099
1.409	0.1417	68	238.5187
3.5598	0.0026	58	23.5329
4.3693	0.1351	80	34.3456
5.9789	0.1019	37	10.1748
4.9014	0.1552	79	24.834
1.5311	0.2323	38	139.4269
6.0579	0.0127	76	7.8335
1.382	0.1448	70	252.1575
4.8302	0.2784	56	31.9365
3.6139	0.1737	60	50.0312
5.8846	0.0781	64	14.3584
3.4957	0.0905	51	35.2228
2.0109	0.2785	60	166.5562
1.2103	0.2658	93	480.3807
4.7468	0.0337	76	9.7934
3.4345	0.2827	57	70.2684
2.1607	0.1585	98	196.4816
2.9932	0.286	57	89.2715
5.3532	0.0518	60	10.6733
5.9938	0.2289	60	26.5303
3.4521	0.2565	38	44.3325
5.5235	0.2294	55	25.9157
2.5953	0.1506	80	118.5341
4.5411	0.1616	73	31.2934
1.5154	0.1583	38	125.8766
3.5963	0.1071	35	24.5479
2.6657	0.0552	56	60.9284
4.6992	0.2259	87	45.6353
4.4638	0.0927	100	31.8647
5.506	0.2885	81	46.9232
2.7445	0.2244	56	88.9624
6.4866	0.1265	45	11.7089
1.5486	0.2644	88	336.7417
1.7018	0.0834	32	77.4385
4.9062	0.092	87	16.6068
6.0785	0.205	94	38.0741
2.6967	0.0772	64	72.9926
1.5743	0.1037	77	216.3714
5.6144	0.1477	68	23.4135
6.331	0.218	72	29.542
1.6046	0.1531	70	212.3317
2.8685	0.2128	56	81.2449
1.5045	0.002	64	150.4001
3.6501	0.2369	83	81.3314
1.8239	0.1784	82	217.886
5.9375	0.273	99	51.0332
1.3325	0.0153	61	174.5609
4.4956	0.166	60	27.4231
1.803	0.0406	79	158.0959
5.5789	0.1902	63	26.9212
4.0851	0.2723	87	72.5856
5.9042	0.0684	41	8.1177
2.2095	0.2819	88	215.1632
3.1819	0.0419	77	53.0879
2.878	0.1269	94	107.9797
2.0532	0.0763	62	111.154
4.9345	0.0342	43	4.3338
3.4223	0.1527	59	52.8297
5.912	0.2995	93	52.3721
5.7428	0.0103	83	8.7163
2.261	0.1155	39	66.5445
3.6002	0.2278	52	51.8915
4.017	0.2503	47	39.0744
1.3532	0.1401	94	345.0796
1.6274	0.1619	34	102.7072
1.9162	0.2454	66	185.0138
2.8885	0.0193	60	46.7674
1.7597	0.1628	98	267.4562
1.324	0.1995	62	260.1578
4.4984	0.1236	30	10.7192
2.0114	0.2288	64	162.5717
3.1555	0.0261	68	45.9665
2.7108	0.0001	78	65.2035
5.1497	0.0338	87	13.8301
2.0949	0.1507	84	173.3031
6.0351	0.0413	39	5.786
4.8952	0.0487	48	6.0296
2.7675	0.1985	100	148.2935
2.1586	0.0746	94	155.6528
1.1352	0.1538	32	149.3893
2.3892	0.2386	33	67.6484
6.3451	0.1242	85	23.8304
2.6104	0.222	40	68.9489
6.0997	0.0121	62	7.183
2.6287	0.2558	74	132.9575
3.56	0.1675	61	51.1078
1.4404	0.1392	94	318.8811
